treeID,X_segmented,Y_segmented,Z_segmented,Point_count,H_segmented_m,Wood_points,Foliage_points,Wood_fraction,Valid_QSM_points,Eligible_for_QSM,X_root,Y_root,Z_root,DBH_cm,H_m,BA_m2,Total_wood_length_m,Volume_total_m3,Volume_Arbor_m3,Stem_length_m,Stem_volume_m3,Branch_count,Branch_length_total_m,Branch_volume_total_m3,B1_primary_count,B1_primary_length_m,B1_primary_volume_m3,B2_secondary_count,B2_secondary_length_m,B2_secondary_volume_m3,B3_tertiary_plus_count,B3_tertiary_plus_length_m,B3_tertiary_plus_volume_m3,Max_branch_order,Stem_volume_pct,Branch_volume_pct,B1_volume_pct,B2_volume_pct,B3_volume_pct,QSM_note,R,G,B,QSM_status,X_tree,Y_tree,Z_tree
23,11.59,12.03,12.9,93434,27.04875,57409,36025,0.614433717918531,93434,TRUE,11.1965789473684,12.0992105263158,13.2667987804878,39.7971313526729,26.313,0.124392277199601,579.182094847467,1.50909724189521,1.509,27.9405806169953,1.29944748719345,927,551.241514230471,0.209649754701768,99,157.821896814914,0.164013651932893,388,237.514148294435,0.0391469233227185,440,155.905469121122,0.00648917944615652,6,86.1076046737401,13.8923953262599,10.8683289174205,2.59406234641019,0.430004062429206,"",67,216,63,OK,11.1965789473684,12.0992105263158,13.2667987804878
24,9.96,11.74,13.12,71373,22.7939130434783,40395,30978,0.565970324912782,71373,TRUE,10.6337974683544,11.7339240506329,13.5062025316456,28.8553883714439,22.594,0.0653948773041016,380.435763068718,0.819515857284983,0.82,24.7961335555796,0.723241494403786,654,355.639629513139,0.0962743628811967,106,131.288261228893,0.0804627352015333,300,135.893594436577,0.012517868233203,248,88.457773847669,0.00329375944646038,7,88.2522879788868,11.7477120211132,9.81832559873857,1.52747114310566,0.401915279268964,"",248,61,121,OK,10.6337974683544,11.7339240506329,13.5062025316456
25,13.99,16.9,14.15,35929,21.3697058823529,20215,15714,0.562637423808066,35929,TRUE,13.52,17.525,14.4370114942529,12.1685143991453,19.063,0.0116296060151828,191.886582149192,0.101636335568673,0.102,19.5324446017701,0.0889600150591009,253,172.354137547422,0.0126763205095725,37,57.6899047780609,0.0087925899525077,86,67.7449936004541,0.00292263187401707,130,46.9192391689067,0.000961098683047713,6,87.5277670740034,12.4722329259966,8.65103007040897,2.87557777212689,0.945625083460748,"",24,159,244,OK,13.52,17.525,14.4370114942529
26,12.63,15.73,14.33,32524,13.8019230769231,20956,11568,0.644324191366376,32524,TRUE,12.1175,15.80375,14.6057911392405,10.0516490820734,11.044,0.00793532133736565,100.756141989857,0.0521187494668495,0.052,13.0256287628421,0.042794425480023,134,87.7305132270151,0.00932432398682648,38,39.5527758918863,0.006311805406165,59,31.7544655367946,0.0024198045341014,37,16.4232717983343,0.00059271404656008,6,82.1094633270944,17.8905366729056,12.110431410446,4.6428676030313,1.13723765942826,No valid measure,217,235,40,OK,12.1175,15.80375,14.6057911392405
27,13.59,26.27,14.78,34083,18.2142307692308,16858,17225,0.494616084264883,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,15,215,NOT_ELIGIBLE,13.59,26.27,14.78
28,11.86,19.44,15.46,13849,21.6069142857143,11754,2095,0.848725539750163,13849,TRUE,11.5706603773585,19.8614150943396,15.7562429378531,14.8203610843124,20.214,0.0172507289439464,91.6309679259665,0.163743105873225,0.164,20.9891640420114,0.156719530919189,85,70.6418038839551,0.00702357495403588,19,31.5526522108176,0.00597322416501481,39,28.5823161186651,0.000842927673814595,27,10.5068355544724,0.000207423115206476,5,95.7106133314255,4.28938666857447,3.64792406566386,0.514786664952611,0.126675937958005,"",19,207,115,OK,11.5706603773585,19.8614150943396,15.7562429378531
29,6.78,14.57,16.26,26317,4.07,9802,16515,0.372458866892123,26317,TRUE,6.13411214953271,15.1410280373832,16.4078504672897,2.27271758419539,3.132,0.000405677410733053,53.7887206251817,0.00360681209602804,0.004,3.88370076452804,0.00121157017334677,107,49.9050198606537,0.00239524192268127,22,17.4849780575278,0.00122651709444614,44,20.3562755832465,0.000850750035417393,41,12.0637662198793,0.000317974792817742,5,33.5911641940259,66.4088358059741,34.0055722835361,23.5873123624675,8.81595115997055,Small tree allometry,236,105,68,OK,6.13411214953271,15.1410280373832,16.4078504672897
30,10.78,21.19,16.53,95079,16.1102941176471,59240,35839,0.623060823104997,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,60,245,NOT_ELIGIBLE,10.78,21.19,16.53
31,10.64,22.5,16.17,31107,22.1973529411765,20179,10928,0.648696434886039,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,214,50,NOT_ELIGIBLE,10.64,22.5,16.17
32,7.58,16.56,17.04,36587,20.1011320754717,27010,9577,0.738240358597316,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,53,174,NOT_ELIGIBLE,7.58,16.56,17.04
33,10.7,24.18,16.26,63163,20.783064516129,40136,23027,0.635435302313063,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,215,225,NOT_ELIGIBLE,10.7,24.18,16.26
34,8.43,21.36,17.68,56106,16.9015384615385,39263,16843,0.699800377856201,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,184,57,NOT_ELIGIBLE,8.43,21.36,17.68
35,8.24,22.79,18.12,63176,21.3403488372093,38894,24282,0.615645181714575,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,23,207,NOT_ELIGIBLE,8.24,22.79,18.12
36,1.96,16.49,19.06,24308,22.649,13785,10523,0.56709725193352,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,225,86,NOT_ELIGIBLE,1.96,16.49,19.06
37,1.19,17.27,19.39,284,2.25350877192982,95,189,0.334507042253521,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,55,75,NOT_ELIGIBLE,1.19,17.27,19.39
38,6.3,19.7,18.78,21007,21.40625,14637,6370,0.696767744085305,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,107,246,NOT_ELIGIBLE,6.3,19.7,18.78
39,4.85,15.86,18,18015,20.1696666666667,11282,6733,0.626255897862892,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,247,24,NOT_ELIGIBLE,4.85,15.86,18
40,4.3,13.95,17.14,3985,12.16,3296,689,0.827101631116688,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,33,203,NOT_ELIGIBLE,4.3,13.95,17.14
41,4.76,13.49,17.14,32694,21.2464516129032,18935,13759,0.579158255337371,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,233,177,NOT_ELIGIBLE,4.76,13.49,17.14
42,2.96,13.82,17.37,809,3.42642857142857,130,679,0.160692212608158,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,122,49,NOT_ELIGIBLE,2.96,13.82,17.37
43,3.02,13.635,17.14,12,0.446666666666665,10,2,0.833333333333333,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,30,206,NOT_ELIGIBLE,3.02,13.635,17.14
44,3.35,10.91,16.09,8454,15.169014084507,5125,3329,0.606221906789685,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,222,48,NOT_ELIGIBLE,3.35,10.91,16.09
45,10.97,19.99,16.18,17602,18.2564516129032,13131,4471,0.745994773321213,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,38,119,NOT_ELIGIBLE,10.97,19.99,16.18
46,11.89,24.22,15.04,1093,2.42037037037037,417,676,0.381518755718207,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,196,254,NOT_ELIGIBLE,11.89,24.22,15.04
47,10.12,15.32,15.27,37972,14.22796875,24702,13270,0.650531970925945,37972,TRUE,9.89115384615385,15.2565384615385,15.5453968253968,10.4623043514647,13.245,0.00859695355797677,86.2965901071147,0.0573679242995017,0.057,14.155801036593,0.0494421414077939,121,72.1407890705218,0.00792578289170787,31,39.7098968207669,0.00687089712101402,70,27.4773735983815,0.000931284817012648,20,4.95351865137338,0.000123600953681202,5,86.1842955127162,13.8157044872839,11.9768968546657,1.62335456334566,0.215453069272502,No valid measure,253,246,45,OK,9.89115384615385,15.2565384615385,15.5453968253968
48,5.37,11.42,15.27,513,3.15619318181818,115,398,0.224171539961014,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,56,235,NOT_ELIGIBLE,5.37,11.42,15.27
49,14.49,26.79,13.2,464,1.91870370370371,96,368,0.206896551724138,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,253,114,NOT_ELIGIBLE,14.49,26.79,13.2
50,15.99,16.53,12.44,1580,0.652978723404257,1478,102,0.935443037974684,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,87,70,NOT_ELIGIBLE,15.99,16.53,12.44
51,14.82,13.71,12.13,582,1.37820105820106,262,320,0.450171821305842,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,79,210,NOT_ELIGIBLE,14.82,13.71,12.13
52,8.79,5.61,10.7,1015,5.69941605839416,384,631,0.378325123152709,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,234,28,NOT_ELIGIBLE,8.79,5.61,10.7
53,19.6,17.55,10.83,51697,7.4604132231405,26674,25023,0.515968044567383,51697,TRUE,19.4197384869804,17.7213095984201,11.2734939872816,4.57603765202617,6.227,0.00164463322548757,86.3833301285752,0.0121122218995545,0.012,7.06808113918149,0.00605726817652086,132,79.3152489893937,0.00605495372303366,29,30.1741087650653,0.0040304163130319,63,36.1873768825038,0.00171995514018877,40,12.9537633418246,0.000304582269812997,5,50.0095542069258,49.9904457930742,33.2756148826842,14.2001620714365,2.51466883895348,No valid measure,222,39,182,OK,19.4197384869804,17.7213095984201,11.2734939872816
54,18.58,12.94,10.86,26851,12.4583333333333,22901,3950,0.852891884846002,26851,TRUE,17.5789609902121,14.0519079874019,11.2943663935226,8.69001479486523,9.466,0.00593104082002764,72.3214893319065,0.0343287165689378,0.034,11.774483623479,0.0299137344317947,99,60.5470057084275,0.00441498213714307,28,25.6987248059339,0.00284764582272028,42,24.01762974743,0.00130152034789591,29,10.8306511550636,0.000265815966526877,5,87.1390993360412,12.8609006639588,8.29522949686083,3.79134578271298,0.774325384385037,No valid measure,62,238,225,OK,17.5789609902121,14.0519079874019,11.2943663935226
55,13.39,7.72,10.58,1327,5.58295652173913,836,491,0.629992464204974,1327,TRUE,13.0995833333333,8.14395833333333,10.9589583333333,3.69020895222581,3.991,0.00106952711038519,7.34233935855787,0.0033728157098002,0.003,5.10895915069025,0.00330358607194306,5,2.23338020786762,6.92296378571372e-05,5,2.23338020786762,6.92296378571372e-05,0,0,0,0,0,0,2,97.9474230490572,2.05257695094282,2.05257695094282,0,0,Small tree allometry,237,165,41,OK,13.0995833333333,8.14395833333333,10.9589583333333
56,20.44,19.48,9.92,12239,4.45475409836066,5379,6860,0.43949669090612,12239,TRUE,20.5639943690403,19.4339243435697,10.5629376271771,2.97744287566329,3.387,0.000696268515574737,19.6211841165029,0.00254356839211977,0.003,4.92877496944859,0.00212362837294236,36,14.6924091470543,0.000419940019177413,17,8.42716183072951,0.000260161333336334,14,5.23140207423218,0.000138421355851247,5,1.0338452420926,2.13573299898328e-05,4,83.4901227551644,16.5098772448356,10.228202793459,5.44201430872037,0.839660142656275,Small tree allometry,110,42,240,OK,20.5639943690403,19.4339243435697,10.5629376271771
57,8.55,5.13,10.4,657,3.68897435897436,121,536,0.184170471841705,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,236,37,NOT_ELIGIBLE,8.55,5.13,10.4
58,21.57,31.56,8.28,15864,18.4964705882353,9404,6460,0.592788703983863,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,54,92,NOT_ELIGIBLE,21.57,31.56,8.28
59,21.55,17.32,9.44,40676,18.7750495049505,21690,18986,0.533238273183204,40676,TRUE,21.1982835820896,17.3035074626866,9.99555555555555,10.0824897438674,17.834,0.00798409064936299,165.101968881891,0.08733839699831,0.087,19.1969193588729,0.0745452971572131,234,145.905049523018,0.0127930998410968,30,44.6653790513711,0.0100498143797382,87,55.2798222936235,0.00174942283635603,117,45.9598481780235,0.000993862625002589,6,85.3522616846925,14.6477383153075,11.5067538735943,2.00303978144903,1.13794466026417,"",19,125,218,OK,21.1982835820896,17.3035074626866,9.99555555555555
60,19.71,12.46,10.44,28875,18.6490909090909,17005,11870,0.588917748917749,28875,TRUE,19.0966666666667,13.8644444444445,10.71,10.568829737286,17.03,0.00877291020983609,156.899827877845,0.08193453494083,0.082,18.2220235505353,0.071819305460917,204,138.67780432731,0.010115229479913,33,52.5221775276981,0.00714189136908093,82,53.4757317239513,0.00229529555964565,89,32.6798950756606,0.000678042551186395,6,87.6544982073581,12.3455017926419,8.71658254268306,2.80137741832944,0.827541831629425,"",179,213,18,OK,19.0966666666667,13.8644444444445,10.71
61,11.715,6.21,10.37,240,1.96961504811898,50,190,0.208333333333333,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,62,213,NOT_ELIGIBLE,11.715,6.21,10.37
62,10.38,3.58,9.81,2272,12.2250393700787,1129,1143,0.496919014084507,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,233,158,NOT_ELIGIBLE,10.38,3.58,9.81
63,20.78,17.04,10.06,906,1.38047619047619,689,217,0.760485651214128,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,115,67,NOT_ELIGIBLE,20.78,17.04,10.06
64,21.95,19.73,9.14,18931,18.3059090909091,13258,5673,0.700332787491416,18931,TRUE,21.7017647058824,19.7973529411765,9.45905660377358,14.8841258145397,16.051,0.0173994910996207,63.4025598571994,0.123037735585454,0.123,17.232171822422,0.120117173928023,91,46.1703880347774,0.00292056165743067,31,27.3890839228039,0.00242248888528498,49,16.1595832593609,0.000442563193578617,11,2.62172085261255,5.55095785670673e-05,5,97.626287867268,2.37371213273203,1.96889911355894,0.359697121759237,0.0451158974138582,No valid measure,55,54,224,OK,21.7017647058824,19.7973529411765,9.45905660377358
65,20.98,22.67,9.29,305,0.800363636363633,36,269,0.118032786885246,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,247,30,NOT_ELIGIBLE,20.98,22.67,9.29
66,24.21,28.08,7.11,4510,11.0807693321038,1872,2638,0.415077605321508,4510,TRUE,23.1209708737864,28.3687378640777,8.13339805825243,7.61108778229173,7.507,0.00454970609963263,43.0277071363361,0.0242516871675008,0.024,9.36158410382191,0.0196999380705307,58,33.6661230325141,0.00455174909697009,19,19.3967948697256,0.00406079163166177,28,11.9848082267953,0.000441843459437347,11,2.28451993599322,4.91140058709783e-05,5,81.2312064495463,18.7687935504537,16.7443675304519,1.82190812699189,0.202517893009914,No valid measure,215,48,144,OK,23.1209708737864,28.3687378640777,8.13339805825243
67,15.19,2.67,7.43,17619,19.7495672624647,9466,8153,0.537260911515977,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,205,230,NOT_ELIGIBLE,15.19,2.67,7.43
68,23.4,28.8,7.58,118,2.43542372881356,54,64,0.457627118644068,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,199,64,NOT_ELIGIBLE,23.4,28.8,7.58
69,24.7,30.31,7.65,6108,13.3177915804003,1976,4132,0.323510150622135,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,34,217,NOT_ELIGIBLE,24.7,30.31,7.65
70,21.26,8.31,7.04,344,1.41733333333333,65,279,0.188953488372093,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,245,112,NOT_ELIGIBLE,21.26,8.31,7.04
71,25.185,32.95,7.17,10,1.35914212910532,2,8,0.2,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,17,24,NOT_ELIGIBLE,25.185,32.95,7.17
72,26.81,31.18,6.53,5194,16.5573451327434,1749,3445,0.336734693877551,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,110,208,NOT_ELIGIBLE,26.81,31.18,6.53
73,22.65,8.1,6.69,411,1.94865155807366,80,331,0.194647201946472,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,252,26,NOT_ELIGIBLE,22.65,8.1,6.69
74,21.77,7.2,7.04,159,2.5929315960912,22,137,0.138364779874214,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,62,209,NOT_ELIGIBLE,21.77,7.2,7.04
75,26.23,16.74,6.39,2258,2.91338842975207,663,1595,0.29362267493357,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,221,184,NOT_ELIGIBLE,26.23,16.74,6.39
76,21.65,7.52,6.78,17,1.09861213235294,1,16,0.0588235294117647,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,144,49,NOT_ELIGIBLE,21.65,7.52,6.78
77,21.25,6.86,6.62,23,0.987861549006169,13,10,0.565217391304348,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,69,244,NOT_ELIGIBLE,21.25,6.86,6.62
78,24.76,29.615,5.66,270,1.56910843373494,3,267,0.0111111111111111,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,229,50,NOT_ELIGIBLE,24.76,29.615,5.66
79,26.51,18.35,6.26,17895,18.2264335664336,9404,8491,0.52550991897178,17895,TRUE,25.9629545454546,18.5172727272727,6.69,14.7070652126188,16.04,0.0169879869080891,118.754324840178,0.130003122995911,0.13,17.5106010996036,0.114323421838825,184,101.243723740575,0.0156797011570862,45,48.8325284125036,0.0136301410458209,101,41.9545598883774,0.0017979482377318,38,10.4566354396939,0.000251611873533488,5,87.93898116003,12.06101883997,10.4844720124528,1.38300388198239,0.193542945534779,No valid measure,251,33,114,OK,25.9629545454546,18.5172727272727,6.69
80,19.74,4.03,5.6,4522,9.56777567822918,1540,2982,0.340557275541796,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,141,207,NOT_ELIGIBLE,19.74,4.03,5.6
81,25.77,24.3,6.1,267,1.555605296343,71,196,0.265917602996255,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,238,43,NOT_ELIGIBLE,25.77,24.3,6.1
82,27.44,15.095,5.18,246,3.55,37,209,0.150406504065041,246,TRUE,27.22125,15.8475,6.0825,0.249999994412065,1.537,4.90873830179634e-06,4.6235436476007,0.000456586128311951,0,3.29104299974227,0.00041914624077681,4,1.33250064785843,3.74398875351411e-05,2,1.22061205721308,3.52429602934018e-05,2,0.111888590645345,2.19692724173927e-06,0,0,0,3,91.8000383249573,8.19996167504266,7.71879785829213,0.481163816750534,0,Small tree allometry,202,65,246,OK,27.22125,15.8475,6.0825
83,22.8,4.25,5.43,35293,22.9136103542234,12069,23224,0.341965828917916,35293,TRUE,22.4734782608696,5.54,5.86913043478261,21.1740555055952,20.691,0.0352125904671993,407.494123415999,0.362186032582751,0.362,21.7172690188031,0.282516635648873,664,385.776854397196,0.0796693969338784,64,113.613326154386,0.0593688482729446,276,165.728405039812,0.0161816883356101,324,106.435123202999,0.00411886032532377,7,78.0031835115906,21.9968164884094,16.3918105426609,4.46778364704412,1.13722229870438,No valid measure,36,221,122,OK,22.4734782608696,5.54,5.86913043478261
84,28.49,24.22,3.77,709,4.37984771573604,305,404,0.430183356840621,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,95,63,NOT_ELIGIBLE,28.49,24.22,3.77
85,31.99,13.75,2.71,13303,19.4117235509275,4762,8541,0.357964368939337,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,43,229,NOT_ELIGIBLE,31.99,13.75,2.71
86,31.22,10.87,2.8,6209,16.0449488437281,3124,3085,0.503140602351425,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,252,51,NOT_ELIGIBLE,31.22,10.87,2.8
87,2.94,17.39,19.21,3585,10.4977333333333,2819,766,0.786331938633194,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,49,169,NOT_ELIGIBLE,2.94,17.39,19.21
88,1.44,15.74,18.65,1069,3.55438235294118,246,823,0.230121608980355,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,234,235,NOT_ELIGIBLE,1.44,15.74,18.65
89,1.16,14.03,18.3,1719,4.77050092764378,449,1270,0.261198371146015,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,183,19,NOT_ELIGIBLE,1.16,14.03,18.3
90,5.25,17.56,17.23,3909,7.25429447852761,2407,1502,0.615758506011768,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,61,235,NOT_ELIGIBLE,5.25,17.56,17.23
91,9.41,17.16,16.39,12813,8.7,10892,1921,0.850074143448061,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,226,44,NOT_ELIGIBLE,9.41,17.16,16.39
92,2.57,11.1,16.47,200,2.38194968553459,76,124,0.38,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,62,90,NOT_ELIGIBLE,2.57,11.1,16.47
93,2.65,10.8,15.89,75,1.15678571428571,13,62,0.173333333333333,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,151,252,NOT_ELIGIBLE,2.65,10.8,15.89
94,11.4,14.51,14.46,1568,1.75080459770115,1452,116,0.926020408163265,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,247,67,NOT_ELIGIBLE,11.4,14.51,14.46
95,6.21,7.2,13.21,22457,24.3863529552811,15044,7413,0.669902480295676,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,38,219,NOT_ELIGIBLE,6.21,7.2,13.21
96,17.55,20.92,13.01,26161,22.0154,13614,12547,0.520392951339781,26161,TRUE,16.1175,20.07375,13.2984834123223,7.74236753831435,18.912,0.00470801078604673,141.644440524094,0.0563826610609882,0.056,20.8080397950918,0.0506515625668275,216,120.836400729002,0.00573109849416074,38,39.3518038884813,0.00384987414033407,78,46.1566679238349,0.00114245515458734,100,35.3279289166862,0.000738769199239323,6,89.8353529501534,10.1646470498466,6.82811713368712,2.026252633503,1.31027728265647,"",56,247,184,OK,16.1175,20.07375,13.2984834123223
97,9.49,8.41,12.36,284,2.36173913043478,98,186,0.345070422535211,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,122,64,NOT_ELIGIBLE,9.49,8.41,12.36
98,6.62,5.55,11.82,9627,22.8055295461033,6064,3563,0.629895086735224,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,49,221,NOT_ELIGIBLE,6.62,5.55,11.82
99,18.53,23.71,11.13,2286,3.20847826086956,1359,927,0.594488188976378,2286,TRUE,18.0887058823529,23.6849411764706,11.7562352941176,1.69820246319818,1.884,0.000226500317079944,5.57948474893931,0.000744592315567799,0.001,3.07750877714069,0.000651875228767899,7,2.50197597179862,9.27170867998997e-05,6,1.95662220165492,7.49468669013863e-05,1,0.545353770143694,1.77702198985134e-05,0,0,0,3,87.5479393405777,12.4520606594223,10.0654902467311,2.38657041269121,0,Small tree allometry,69,232,27,OK,18.0887058823529,23.6849411764706,11.7562352941176
100,20.15,26.17,9.41,1172,2.84333333333333,823,349,0.70221843003413,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,62,137,NOT_ELIGIBLE,20.15,26.17,9.41
101,12.16,5.89,9.47,43,1.416475145255,3,40,0.0697674418604651,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,189,230,NOT_ELIGIBLE,12.16,5.89,9.47
102,11.81,4.64,9.49,4772,5.60272727272727,1173,3599,0.245808885163454,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,236,58,NOT_ELIGIBLE,11.81,4.64,9.49
103,21.58,22.83,9,1751,2.57988700564971,477,1274,0.272415762421473,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,55,220,NOT_ELIGIBLE,21.58,22.83,9
104,12.17,5.875,9.22,26,0.461593625498008,1,25,0.0384615384615385,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,222,114,NOT_ELIGIBLE,12.17,5.875,9.22
105,15.69,6.86,8.49,2342,6.09408822191906,987,1355,0.421434671221179,2342,TRUE,15.2709090909091,6.89363636363636,8.65818181818182,3.6151012108056,4.902,0.00102643346402554,15.0527370945478,0.00391239509704157,0.004,5.54662299536131,0.00338083189147983,16,9.50611409918644,0.000531563205561741,7,6.29085346110261,0.000424663060731086,8,3.10962083318923,0.000104825912204733,1,0.105639804894599,2.07423262592164e-06,4,86.4133556970334,13.5866443029665,10.8542989702702,2.67932838081715,0.0530169518791727,Small tree allometry,207,52,45,OK,15.2709090909091,6.89363636363636,8.65818181818182
106,11.36,5.11,9.09,11,1.62130434782609,5,6,0.454545454545455,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,111,249,NOT_ELIGIBLE,11.36,5.11,9.09
107,13.28,4.68,8.79,14141,22.0534482758621,8252,5889,0.583551375433138,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,230,62,NOT_ELIGIBLE,13.28,4.68,8.79
108,23.895,34.19,7.51,126,2.46912157861235,10,116,0.0793650793650794,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,47,212,NOT_ELIGIBLE,23.895,34.19,7.51
109,19.45,8.43,8,538,1.44772651006711,51,487,0.0947955390334572,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,216,197,NOT_ELIGIBLE,19.45,8.43,8
110,23.34,24.87,7.14,138,0.647714285714286,13,125,0.0942028985507246,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,152,29,NOT_ELIGIBLE,23.34,24.87,7.14
111,24.91,24.15,7.34,15209,10.869562962963,7452,7757,0.489973042277599,15209,TRUE,23.8417647058823,23.7652941176471,7.58492424242424,6.95506521608716,7.625,0.00379920120766334,49.574377523986,0.0198038868352444,0.02,9.07512259206842,0.016040407698522,70,40.4992549319176,0.00376347913672238,27,25.4670812215357,0.00328352680482562,31,12.214671942711,0.000421878450980105,12,2.81750176767086,5.80738809166578e-05,4,80.9962601380622,19.0037398619378,16.5802139354888,2.13028106295427,0.293244863494703,No valid measure,121,68,248,OK,23.8417647058823,23.7652941176471,7.58492424242424
112,26.19,20.82,6.79,11995,13.4329518072289,6439,5556,0.536807002917882,11995,TRUE,25.1207142857143,20.535,7.23877419354839,9.74615856374633,9.341,0.00746030918867225,65.555596527378,0.0425043295591192,0.043,11.5320843776778,0.0368238298844773,103,54.0235121497003,0.00568049967464195,28,24.6645707840576,0.00416211788321856,51,22.4155573296857,0.00132522425880664,24,6.94338403595693,0.000193157532616747,5,86.6354798827236,13.3645201172764,9.7922209958152,3.11785710432955,0.454442017131654,No valid measure,14,227,14,OK,25.1207142857143,20.535,7.23877419354839
